AirSaturation,O2Concentration,SN,Temperature,ts
102.025,228.778,831,32.994,1550889175.03073
101.663,227.954,831,32.997,1550889176.32491
101.879,228.425,831,33.001,1550889177.62187
101.642,227.879,831,33.005,1550889178.91205
101.739,228.082,831,33.008,1550889180.21208
101.729,228.048,831,33.012,1550889181.50204
101.84,228.282,831,33.015,1550889182.81310
102.013,228.656,831,33.019,1550889184.17239
101.646,227.82,831,33.022,1550889185.50980
101.658,227.834,831,33.026,1550889186.82846
101.817,228.176,831,33.03,1550889188.13009
102.055,228.695,831,33.033,1550889189.42314
101.935,228.411,831,33.037,1550889190.71720
101.978,228.493,831,33.041,1550889192.01231
101.266,226.885,831,33.045,1550889193.30901
101.682,227.801,831,33.049,1550889194.59921
101.92,228.322,831,33.052,1550889195.89342
101.831,228.107,831,33.056,1550889197.20842
101.944,228.345,831,33.06,1550889198.51876
101.625,227.615,831,33.064,1550889199.81056
101.939,228.302,831,33.068,1550889201.10093
101.682,227.711,831,33.072,1550889202.39443
101.998,228.405,831,33.076,1550889203.68459
101.542,227.37,831,33.08,1550889204.98613
101.768,227.861,831,33.084,1550889206.28080
101.596,227.462,831,33.087,1550889207.57470
101.698,227.676,831,33.091,1550889208.86866
101.73,227.736,831,33.095,1550889210.15873
101.486,227.177,831,33.098,1550889211.45400
101.884,228.056,831,33.101,1550889212.75216
101.953,228.198,831,33.104,1550889214.04580
101.417,226.986,831,33.107,1550889215.34133
101.791,227.811,831,33.11,1550889216.63195
101.709,227.617,831,33.113,1550889217.92901
101.729,227.65,831,33.116,1550889219.22100
101.632,227.422,831,33.119,1550889220.51663
101.351,226.782,831,33.123,1550889221.81117
101.749,227.66,831,33.126,1550889223.11461
101.564,227.235,831,33.129,1550889224.43484
101.763,227.668,831,33.132,1550889225.72618
101.972,228.123,831,33.135,1550889227.02514
101.866,227.873,831,33.139,1550889228.31533
101.952,228.051,831,33.142,1550889229.61041
101.63,227.317,831,33.146,1550889230.90529
102.327,228.862,831,33.15,1550889232.20656
101.663,227.363,831,33.153,1550889233.50086
101.96,228.012,831,33.157,1550889234.79831
101.88,227.818,831,33.161,1550889236.09337
101.514,226.983,831,33.166,1550889237.38748
101.573,227.1,831,33.17,1550889238.68854
101.682,227.327,831,33.174,1550889239.98260
101.934,227.875,831,33.178,1550889241.37763
101.966,227.927,831,33.183,1550889242.73347
101.809,227.561,831,33.187,1550889244.05237
101.921,227.792,831,33.192,1550889245.38843
101.834,227.579,831,33.197,1550889246.71452
101.87,227.643,831,33.202,1550889248.00477
101.756,227.371,831,33.206,1550889249.30312
101.795,227.442,831,33.211,1550889250.59302
101.718,227.252,831,33.215,1550889251.90964
101.571,226.904,831,33.22,1550889253.20848
101.656,227.076,831,33.225,1550889254.49998
101.782,227.338,831,33.23,1550889255.79289
101.634,226.991,831,33.235,1550889257.08680
101.881,227.524,831,33.239,1550889258.38575
101.827,227.386,831,33.244,1550889259.69037
101.891,227.511,831,33.249,1550889260.98499
101.762,227.206,831,33.253,1550889262.27893
101.849,227.385,831,33.258,1550889263.56906
