Conductivity,Density,Salinity,SN,Soundspeed,Temperature,ts
-0.009,995.676,0.015,1719,1509.053,29.946,1550888701.89092
-0.009,995.669,0.015,1719,1509.11,29.971,1550888702.62872
-0.008,995.671,0.015,1719,1509.091,29.963,1550888703.44433
-0.01,995.673,0.015,1719,1509.084,29.959,1550888704.21241
-0.01,995.673,0.015,1719,1509.084,29.959,1550888704.94647
-0.01,995.671,0.015,1719,1509.099,29.966,1550888705.68582
-0.009,995.667,0.015,1719,1509.126,29.977,1550888706.43014
-0.009,995.672,0.015,1719,1509.088,29.961,1550888707.16086
-0.009,995.674,0.015,1719,1509.076,29.956,1550888707.87599
-0.009,995.672,0.015,1719,1509.088,29.961,1550888708.59433
-0.008,995.669,0.015,1719,1509.106,29.969,1550888709.30987
-0.009,995.671,0.015,1719,1509.099,29.966,1550888710.03281
-0.009,995.664,0.015,1719,1509.148,29.987,1550888710.74684
-0.009,995.665,0.015,1719,1509.141,29.984,1550888711.46192
-0.009,995.671,0.015,1719,1509.099,29.966,1550888712.18107
-0.009,995.67,0.015,1719,1509.103,29.967,1550888712.89840
-0.009,995.661,0.015,1719,1509.175,29.999,1550888713.61292
-0.01,995.668,0.015,1719,1509.122,29.976,1550888714.32705
-0.009,995.666,0.015,1719,1509.137,29.982,1550888715.03686
-0.01,995.661,0.015,1719,1509.172,29.997,1550888715.75074
-0.009,995.665,0.015,1719,1509.145,29.986,1550888716.46904
-0.01,995.66,0.015,1719,1509.183,30.002,1550888717.18276
-0.009,995.663,0.015,1719,1509.156,29.991,1550888717.89524
-0.009,995.663,0.015,1719,1509.156,29.991,1550888718.60717
-0.009,995.664,0.015,1719,1509.149,29.987,1550888719.31776
-0.008,995.66,0.015,1719,1509.175,29.999,1550888720.03306
-0.01,995.658,0.015,1719,1509.194,30.007,1550888720.74679
-0.009,995.657,0.015,1719,1509.206,30.012,1550888721.46081
-0.009,995.658,0.015,1719,1509.194,30.007,1550888722.17699
-0.009,995.656,0.015,1719,1509.209,30.014,1550888722.88677
-0.01,995.656,0.015,1719,1509.21,30.014,1550888723.59776
-0.009,995.659,0.015,1719,1509.191,30.005,1550888724.32500
-0.009,995.658,0.015,1719,1509.194,30.007,1550888725.05728
-0.009,995.657,0.015,1719,1509.202,30.01,1550888725.77220
-0.009,995.653,0.015,1719,1509.232,30.024,1550888726.48187
-0.009,995.655,0.015,1719,1509.217,30.017,1550888727.19187
-0.009,995.649,0.015,1719,1509.263,30.037,1550888727.90677
-0.009,995.654,0.015,1719,1509.228,30.022,1550888728.62187
-0.009,995.644,0.015,1719,1509.301,30.053,1550888729.34043
-0.009,995.653,0.015,1719,1509.236,30.025,1550888730.06442
-0.009,995.648,0.015,1719,1509.274,30.042,1550888730.77893
-0.009,995.646,0.015,1719,1509.285,30.047,1550888731.49871
-0.009,995.65,0.015,1719,1509.259,30.035,1550888732.21392
-0.01,995.648,0.015,1719,1509.274,30.042,1550888732.93056
-0.01,995.643,0.015,1719,1509.309,30.057,1550888733.64878
-0.009,995.647,0.015,1719,1509.282,30.045,1550888734.36291
-0.01,995.649,0.015,1719,1509.263,30.037,1550888735.07720
-0.01,995.646,0.015,1719,1509.286,30.047,1550888735.79626
-0.01,995.647,0.015,1719,1509.278,30.043,1550888736.50570
-0.01,995.646,0.015,1719,1509.289,30.048,1550888737.23336
-0.01,995.649,0.015,1719,1509.267,30.038,1550888737.95646
-0.01,995.641,0.015,1719,1509.324,30.063,1550888738.67882
-0.01,995.643,0.015,1719,1509.308,30.057,1550888739.38882
-0.01,995.645,0.015,1719,1509.297,30.052,1550888740.09970
-0.01,995.64,0.015,1719,1509.331,30.066,1550888740.81494
-0.009,995.638,0.015,1719,1509.346,30.073,1550888741.52973
-0.01,995.634,0.015,1719,1509.381,30.088,1550888742.24801
-0.01,995.637,0.015,1719,1509.358,30.078,1550888742.97091
-0.009,995.636,0.015,1719,1509.362,30.08,1550888743.68974
-0.01,995.637,0.015,1719,1509.358,30.078,1550888744.41271
-0.01,995.631,0.015,1719,1509.403,30.098,1550888745.12697
-0.01,995.63,0.015,1719,1509.407,30.099,1550888745.86100
-0.01,995.628,0.015,1719,1509.422,30.106,1550888746.57063
